"Postinumeroalue","Asukkaat.yhteensä..2013..HE.","Naiset..2013..HE.","Miehet..2013..HE.","Asukkaiden.keski.ikä..2013..HE.","X0.2.vuotiaat..2013..HE.","X3.6.vuotiaat..2013..HE.","X7.12.vuotiaat..2013..HE.","X13.15.vuotiaat..2013..HE.","X16.17.vuotiaat..2013..HE.","X18.19.vuotiaat..2013..HE.","X20.24.vuotiaat..2013..HE.","X25.29.vuotiaat..2013..HE.","X30.34.vuotiaat..2013..HE.","X35.39.vuotiaat..2013..HE.","X40.44.vuotiaat..2013..HE.","X45.49.vuotiaat..2013..HE.","X50.54.vuotiaat..2013..HE.","X55.59.vuotiaat..2013..HE.","X60.64.vuotiaat..2013..HE.","X65.69.vuotiaat..2013..HE.","X70.74.vuotiaat..2013..HE.","X75.79.vuotiaat..2013..HE.","X80.84.vuotiaat..2013..HE.","X85.vuotta.täyttäneet..2013..HE.","X18.vuotta.täyttäneet.yhteensä..2012..KO.","Perusasteen.suorittaneet..2012..KO.","Koulutetut.yhteensä..2012..KO.","Ylioppilastutkinnon.suorittaneet..2012..KO.","Ammatillisen.tutkinnon.suorittaneet..2012..KO.","Alemman.korkeakoulututkinnon.suorittaneet..2012..KO.","Ylemmän.korkeakoulututkinnon.suorittaneet..2012..KO.","X18.vuotta.täyttäneet.yhteensä..2012..HR.","Asukkaiden.keskitulot..2012..HR.","Asukkaiden.mediaanitulot..2012..HR.","Alimpaan.tuloluokkaan.kuuluvat.asukkaat..2012..HR.","Keskimmäiseen.tuloluokkaan.kuuluvat.asukkaat..2012..HR.","Ylimpään.tuloluokkaan.kuuluvat.asukkaat..2012..HR.","Asukkaiden.ostovoimakertymä..2012..HR.","Taloudet.yhteensä..2013..TE.","Talouksien.keskikoko..2013..TE.","Asumisväljyys..2013..TE.","Nuorten.yksinasuvien.taloudet..2013..TE.","Lapsettomat.nuorten.parien.taloudet..2013..TE.","Lapsitaloudet..2013..TE.","Pienten.lasten.taloudet..2013..TE.","Alle.kouluikäisten.lasten.taloudet..2013..TE.","Kouluikäisten.lasten.taloudet..2013..TE.","Teini.ikäisten.lasten.taloudet..2013..TE.","Aikuisten.taloudet..2013..TE.","Eläkeläisten.taloudet..2013..TE.","Omistusasunnoissa.asuvat.taloudet..2013..TE.","Vuokra.asunnoissa.asuvat.taloudet..2013..TE.","Muissa.asunnoissa.asuvat.taloudet..2013..TE.","Taloudet.yhteensä..2012..TR.","Talouksien.keskitulot..2012..TR.","Talouksien.mediaanitulot..2012..TR.","Alimpaan.tuloluokkaan.kuuluvat.taloudet..2012..TR.","Keskimmäiseen.tuloluokkaan.kuuluvat.taloudet..2012..TR.","Ylimpään.tuloluokkaan.kuuluvat.taloudet..2012..TR.","Talouksien.ostovoimakertymä..2012..TR.","Kesämökit.yhteensä..2013..RA.","Rakennukset.yhteensä..2013..RA.","Muut.rakennukset.yhteensä..2013..RA.","Asuinrakennukset.yhteensä..2013..RA.","Asunnot..2013..RA.","Asuntojen.keskipinta.ala..2013..RA.","Pientaloasunnot..2013..RA.","Kerrostaloasunnot..2013..RA.","Työpaikat.yhteensä..2012..TP.","Alkutuotannon.työpaikat..2012..TP.","Jalostuksen.työpaikat..2012..TP.","Palveluiden.työpaikat..2012..TP.","A.Maatalous..metsätalous.ja.kalatalous..2012..TP.","B.Kaivostoiminta.ja.louhinta..2012..TP.","C.Teollisuus..2012..TP.","D.Sähkö...kaasu..ja.lämpöhuolto..jäähdytysliiketoiminta..2012..TP.","E.Vesihuolto..viemäri..ja.jätevesihuolto.ja.muu.ympäristön.puhtaanapito..2012..TP.","F.Rakentaminen..2012..TP.","G.Tukku..ja.vähittäiskauppa..moottoriajoneuvojen.ja.moottoripyörien.korjaus..2012..TP.","H.Kuljetus.ja.varastointi..2012..TP.","I.Majoitus..ja.ravitsemistoiminta..2012..TP.","J.Informaatio.ja.viestintä..2012..TP.","K.Rahoitus..ja.vakuutustoiminta..2012..TP.","L.Kiinteistöalan.toiminta..2012..TP.","M.Ammatillinen..tieteellinen.ja.tekninen.toiminta..2012..TP.","N.Hallinto..ja.tukipalvelutoiminta..2012..TP.","O.Julkinen.hallinto.ja.maanpuolustus..pakollinen.sosiaalivakuutus..2012..TP.","P.Koulutus..2012..TP.","Q.Terveys..ja.sosiaalipalvelut..2012..TP.","R.Taiteet..viihde.ja.virkistys..2012..TP.","S.Muu.palvelutoiminta..2012..TP.","T.Kotitalouksien.toiminta.työnantajina..kotitalouksien.eriyttämätön.toiminta.tavaroiden.ja.palveluiden.tuottamiseksi.omaan.käyttöön..2012..TP.","U.Kansainvälisten.organisaatioiden.ja.toimielinten.toiminta..2012..TP.","X.Toimiala.tuntematon..2012..TP.","Asukkaat.yhteensä..2012..PT.","Työvoima..2012..PT.","Työlliset..2012..PT.","Työttömät..2012..PT.","Työvoiman.ulkopuolella.olevat..2012..PT.","Lapset.0.14..vuotiaat..2012..PT.","Opiskelijat..2012..PT.","Eläkeläiset..2012..PT.","Muut..2012..PT.","zip","pa","kaupunki","maa","zippa","lat","lon"
"00520 Itä-Pasila  (Helsinki)",6707,3470,3237,39,230,228,185,93,79,97,644,942,823,539,368,361,324,373,411,401,243,156,115,95,5747,1467,4280,909,1620,809,942,5747,21698,20246,1217,3327,1203,1.24696e+08,3775,1.7,31.5,610,317,500,211,353,126,124,2477,804,1842,1839,94,3676,33650,28570,898,1977,801,1.23696e+08,0,204,83,121,4036,53.8,3,4033,12537,7,961,11569,7,0,177,0,117,667,525,195,350,1828,95,83,1364,1881,2560,776,471,277,1164,0,0,0,6473,3654,3331,323,2819,628,469,1294,428,520,"Itä-Pasila","Helsinki","finland","00520 Helsinki finland",60.1965,24.9397
"00530 Kallio  (Helsinki)",18484,9772,8712,41,316,250,226,78,84,205,2004,3093,2719,1672,1011,1061,931,945,1019,1006,653,482,370,359,17397,3463,13934,3288,4439,2830,3377,17397,22844,20716,3516,10031,3850,3.9741e+08,12335,1.5,31.1,3171,1166,682,293,450,186,126,9343,2322,5423,6566,346,12328,31855,26284,3142,6523,2663,3.92711e+08,0,343,112,231,13566,45.3,5,13561,15393,1,989,14403,1,0,636,229,0,124,854,279,696,553,283,349,1027,363,4399,896,2344,557,1803,0,0,0,18348,11849,10873,976,6499,835,1246,3540,878,530,"Kallio","Helsinki","finland","00530 Helsinki finland",60.1816,24.9516
"00540 Kalasatama  (Helsinki)",1139,624,515,34,53,43,29,13,9,27,203,173,140,89,55,49,44,60,56,44,22,10,11,9,531,56,475,193,127,84,71,531,18800,16669,197,246,88,9.98262e+06,606,1.9,30.6,112,97,94,50,68,23,16,445,68,121,479,6,332,30188,25996,128,157,47,1.00224e+07,0,50,36,14,700,58.4,1,699,366,0,71,295,0,0,0,71,0,0,46,0,24,22,0,6,117,4,0,0,18,35,23,0,0,0,596,391,381,10,205,50,129,15,11,540,"Kalasatama","Helsinki","finland","00540 Helsinki finland",60.1851,24.9784
"00550 Vallila  (Helsinki)",9221,4914,4307,38,224,203,185,110,78,176,1263,1448,1247,812,466,510,501,406,447,400,246,171,162,166,8227,1924,6303,1627,2156,1285,1235,8227,20663,19085,1918,4912,1397,1.6999e+08,5875,1.5,29.8,1428,557,537,206,339,139,137,4332,1012,2100,3644,131,5763,29110,24694,1745,3098,920,1.67762e+08,6,194,27,167,6317,45.2,14,6303,3635,0,223,3412,0,0,63,0,11,149,360,569,127,30,3,52,413,699,49,602,283,127,98,0,0,0,9033,5674,5148,526,3359,677,856,1467,359,550,"Vallila","Helsinki","finland","00550 Helsinki finland",60.1979,24.9618
"00560 Toukola-Vanhakaupunki  (Helsinki)",12256,6585,5671,35,595,629,633,208,155,197,1342,1413,1411,1173,667,721,656,613,633,543,279,197,112,79,9808,1535,8273,1814,2495,1731,2233,9808,24908,22686,2063,4911,2834,2.44296e+08,6201,2,31,1083,649,1375,540,880,482,302,3914,934,2699,3400,102,6073,40295,32836,1390,3006,1677,2.44713e+08,3,631,133,498,6536,60.9,421,6115,5433,1,966,4466,1,0,582,30,0,354,560,122,181,269,28,37,512,232,1,1987,311,102,124,0,0,0,11940,7057,6644,413,4883,1921,1182,1405,375,560,"Toukola-Vanhakaupunki","Helsinki","finland","00560 Helsinki finland",60.2068,24.9735
"00570 Kulosaari  (Helsinki)",3822,2077,1745,42,118,154,234,138,84,88,229,272,265,309,247,255,233,208,189,230,178,132,124,135,3096,533,2563,464,675,444,980,3096,42893,26229,554,1252,1290,1.32796e+08,1884,2,43.9,210,103,413,109,195,175,165,880,601,1160,624,100,1898,69934,38984,324,768,806,1.32734e+08,0,445,76,369,2066,89.3,562,1504,1154,1,14,1139,1,0,1,0,0,13,106,34,66,360,14,7,44,24,0,166,124,164,21,0,9,0,3827,1856,1760,96,1971,614,283,872,202,570,"Kulosaari","Helsinki","finland","00570 Helsinki finland",60.1838,25.0059
"00580 Verkkosaari  (Helsinki)",2228,1161,1067,39,111,141,98,35,24,32,103,229,280,222,153,143,112,98,106,90,65,48,53,85,1551,349,1202,192,400,255,355,1551,26465,25204,239,813,499,4.10468e+07,1030,2,32.4,99,119,250,98,177,77,48,567,213,351,642,37,860,45785,40437,78,472,310,3.93748e+07,0,147,107,40,1066,65.9,15,1051,6610,0,610,6000,0,0,296,92,5,217,1220,304,95,839,264,75,496,335,1601,24,325,66,356,0,0,0,1921,1059,1011,48,862,331,98,352,81,580,"Verkkosaari","Helsinki","finland","00580 Helsinki finland",NA,NA
"00590 Kaitalahti  (Helsinki)",376,189,187,40,18,18,33,11,16,6,13,9,20,27,28,29,35,40,17,21,12,11,8,4,275,37,238,33,76,40,89,275,38572,29591,47,95,133,1.06073e+07,135,2.8,37.2,1,0,56,15,26,23,22,44,38,118,9,8,132,80537,64506,6,51,75,1.06309e+07,17,149,18,131,155,103.7,155,0,25,0,1,24,0,0,0,0,0,1,1,2,0,4,0,1,12,0,0,0,0,0,4,0,0,0,368,191,185,6,177,74,25,62,16,590,"Kaitalahti","Helsinki","finland","00590 Helsinki finland",60.1666,24.9435
"00600 Koskela-Helsinki  (Helsinki)",4136,2214,1922,44,125,150,203,112,74,81,356,320,263,223,209,230,275,237,252,301,196,169,158,202,3495,1316,2179,516,946,304,413,3495,20872,17220,864,2084,547,7.29488e+07,1998,1.9,33.3,178,82,354,102,187,136,130,967,688,605,1368,25,1998,33714,24852,600,1131,267,6.73596e+07,0,287,36,251,1839,65,244,1595,1488,0,14,1474,0,0,0,0,0,14,65,4,77,6,2,1,38,45,39,83,1078,3,33,0,0,0,4119,1687,1519,168,2432,507,393,1323,209,600,"Koskela-Helsinki","Helsinki","finland","00600 Helsinki finland",60.2212,24.9619
"00610 Käpylä  (Helsinki)",7902,4456,3446,42,315,360,359,178,143,129,383,553,857,684,491,526,526,468,475,424,258,223,208,342,6604,1659,4945,812,1917,896,1320,6604,23981,22352,995,4026,1583,1.58374e+08,4199,1.8,30.9,459,245,872,289,501,296,262,2311,1029,1879,2225,95,4190,36446,29883,836,2435,919,1.52709e+08,2,482,71,411,4400,55.7,335,4065,3409,0,310,3099,0,0,221,0,0,89,157,422,133,55,2,129,304,77,227,375,1057,110,51,0,0,0,7951,4239,3897,342,3712,1138,518,1796,260,610,"Käpylä","Helsinki","finland","00610 Helsinki finland",60.2083,24.9479
"00620 Metsälä-Etelä-Oulunkylä  (Helsinki)",3145,1686,1459,44,95,122,155,80,57,73,206,239,220,213,165,204,218,202,175,190,132,123,118,158,2568,613,1955,305,752,337,561,2568,27804,23644,396,1348,824,7.14006e+07,1470,2,39.8,154,86,308,88,160,124,100,771,395,944,483,43,1453,46569,34767,242,741,470,6.76642e+07,0,399,91,308,1498,79.6,513,985,6150,1,2504,3645,1,0,238,0,0,2266,319,901,210,484,2,22,134,633,57,13,746,7,117,0,0,0,3082,1530,1448,82,1552,415,199,835,103,620,"Metsälä-Etelä-Oulunkylä","Helsinki","finland","00620 Helsinki finland",60.2244,24.9519
"00630 Maunula-Suursuo  (Helsinki)",7852,4209,3643,44,227,299,366,184,127,150,519,521,540,509,470,529,530,568,560,470,396,316,275,296,6618,2398,4220,654,2059,588,919,6618,21678,19243,1218,4177,1223,1.43463e+08,4461,1.7,33.9,497,197,724,206,390,278,243,2357,1403,1649,2746,66,4420,32129,25134,1205,2544,671,1.42011e+08,0,520,36,484,4701,59.1,593,4108,1498,0,116,1382,0,0,15,0,0,101,86,23,47,7,0,42,40,55,0,147,677,235,23,0,0,0,7812,3785,3350,435,4027,1004,511,2145,367,630,"Maunula-Suursuo","Helsinki","finland","00630 Helsinki finland",60.2335,24.923
"00640 Oulunkylä-Patola  (Helsinki)",7886,4231,3655,42,233,318,434,208,143,175,558,668,560,489,444,503,536,485,533,515,327,286,243,228,6401,1592,4809,808,1959,825,1217,6401,25524,22748,1042,3611,1748,1.63378e+08,4161,1.9,36,526,249,788,211,395,320,273,2193,1205,2378,1656,127,4059,40102,31652,788,2271,1000,1.62775e+08,0,612,75,537,4402,67.1,852,3550,2210,6,188,2016,6,0,37,62,0,89,405,137,49,25,106,37,84,98,41,181,652,62,139,0,0,0,7711,3859,3590,269,3852,1091,593,1880,288,640,"Oulunkylä-Patola","Helsinki","finland","00640 Helsinki finland",60.2316,24.9628
"00650 Veräjämäki  (Helsinki)",4265,2234,2031,38,160,230,285,134,102,111,235,278,340,339,289,334,315,288,265,203,138,92,73,54,3345,792,2553,374,1065,404,710,3345,26972,23906,538,1786,1021,9.02208e+07,1979,2.1,35.8,137,97,552,143,274,219,192,1024,419,823,1107,49,1986,45290,35959,317,1104,565,8.9945e+07,0,367,31,336,2050,76.4,556,1494,512,0,126,386,0,0,0,0,32,94,10,24,17,20,67,1,32,33,0,3,147,21,11,0,0,0,4284,2305,2138,167,1979,771,344,696,168,650,"Veräjämäki","Helsinki","finland","00650 Helsinki finland",NA,NA
"00660 Länsi-Pakila  (Helsinki)",6504,3303,3201,43,182,292,496,274,170,170,272,176,290,374,439,495,519,431,459,478,336,263,182,206,5102,952,4150,518,1507,621,1504,5102,33769,28258,735,2055,2312,1.72289e+08,2571,2.5,39.9,81,45,790,156,333,357,334,911,906,2225,279,67,2583,66052,57270,197,1060,1326,1.70612e+08,0,1400,67,1333,2735,98,2519,216,1401,9,164,1228,9,0,26,0,0,138,198,110,28,10,21,97,79,24,0,84,521,16,40,0,0,0,6506,3076,2925,151,3430,1134,474,1623,199,660,"Länsi-Pakila","Helsinki","finland","00660 Helsinki finland",60.2402,24.9277
"00670 Paloheinä  (Helsinki)",6036,3067,2969,39,208,346,527,249,181,197,257,138,266,428,429,487,562,429,438,426,202,119,75,72,4487,720,3767,514,1353,555,1345,4487,33987,30325,656,1590,2241,1.52502e+08,2209,2.7,37.1,17,38,880,187,380,399,349,757,593,1982,163,64,2189,69427,63415,118,852,1219,1.51975e+08,1,1290,45,1245,2311,100.2,2293,18,562,1,45,516,1,0,2,0,0,43,40,69,7,20,3,6,40,4,0,35,231,51,10,0,0,0,6016,3091,2958,133,2925,1242,510,1006,167,670,"Paloheinä","Helsinki","finland","00670 Helsinki finland",60.2504,24.9228
"00680 Itä-Pakila  (Helsinki)",3682,1807,1875,40,124,189,295,173,132,95,141,119,162,242,275,320,306,239,229,198,170,127,92,54,2803,577,2226,305,880,365,676,2803,33935,27691,398,1203,1202,9.51187e+07,1414,2.5,39.7,29,35,483,104,205,214,209,520,419,1156,223,35,1414,66928,57076,83,642,689,9.46357e+07,1,800,71,729,1505,99.2,1329,176,1036,4,350,682,4,0,23,0,0,327,55,81,40,20,0,5,62,96,0,133,146,18,26,0,0,0,3723,1828,1731,97,1895,744,290,746,115,680,"Itä-Pakila","Helsinki","finland","00680 Helsinki finland",60.1666,24.9435
"00690 Tuomarinkylä-Torpparinmäki  (Helsinki)",2740,1394,1346,37,113,166,225,130,84,74,123,104,163,206,220,217,197,178,194,200,71,40,26,9,1998,428,1570,242,688,237,403,1998,28431,25688,293,965,740,5.68043e+07,1051,2.6,35.4,22,33,410,104,190,176,167,401,245,756,279,16,1038,54900,49584,90,569,379,5.69865e+07,0,615,39,576,1086,92.1,897,189,278,2,34,242,2,0,27,0,0,7,53,17,21,8,0,2,12,14,0,58,50,6,1,0,0,0,2711,1419,1338,81,1292,580,223,397,92,690,"Tuomarinkylä-Torpparinmäki","Helsinki","finland","00690 Helsinki finland",60.2568,24.9459
"00700 Malmi  (Helsinki)",13184,7047,6137,40,459,561,703,395,297,305,1059,1139,983,789,774,913,1014,968,866,698,444,346,266,205,10723,3645,7078,1093,4081,1033,871,10723,21832,20701,1953,6851,1919,2.34109e+08,6935,1.9,33.2,853,374,1390,403,722,511,515,3991,1572,2700,4115,120,6846,34218,27899,1635,4079,1132,2.34259e+08,2,1345,289,1056,7245,62.5,1149,6096,10165,14,1563,8588,14,0,456,0,7,1100,1898,649,197,147,125,136,868,432,511,795,2145,142,542,1,0,0,13085,6898,6188,710,6187,1947,1031,2570,639,700,"Malmi","Helsinki","finland","00700 Helsinki finland",60.2532,25.0142
"00710 Pihlajamäki  (Helsinki)",12347,6545,5802,41,466,534,640,307,202,256,760,1002,1006,878,701,877,828,821,795,758,512,448,313,243,9824,3477,6347,943,3569,900,935,9824,21138,20071,1751,6480,1593,2.07656e+08,6650,1.9,33.5,676,331,1318,417,725,489,400,3565,1789,2813,3722,115,6413,32509,27386,1576,3955,882,2.0848e+08,0,360,71,289,6827,62.5,400,6427,1522,0,242,1280,0,0,69,0,71,102,306,80,84,68,8,54,131,42,0,134,323,31,19,0,0,0,11870,5908,5222,686,5962,1732,813,2792,625,710,"Pihlajamäki","Helsinki","finland","00710 Helsinki finland",60.241,25.0037
"00720 Pukinmäki-Savela  (Helsinki)",8413,4562,3851,41,288,322,370,180,160,195,714,758,652,501,432,495,540,625,614,536,353,294,218,166,6985,2194,4791,703,2591,766,731,6985,22112,20805,1295,4352,1338,1.54455e+08,4501,1.9,33.4,405,287,807,257,446,300,267,2461,1246,2188,2211,102,4473,34627,28930,1000,2670,803,1.54886e+08,1,533,72,461,4717,62.1,547,4170,1696,0,244,1452,0,0,54,0,0,190,311,86,102,38,37,52,119,196,0,83,342,10,76,0,0,0,8305,4347,3961,386,3958,1089,587,1896,386,720,"Pukinmäki-Savela","Helsinki","finland","00720 Helsinki finland",60.243,24.9929
