Postinumero-kunta-avain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aluejako: 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom! Postinumeroalueen kunta on m„„ritelty sen mukaan, mink„ kunnan puolella suurin osa postinumeroalueen pinta-alasta sijaitsee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Postinumeroalue;Postinumeroalueen nimi;Postinumeroalueen nimi (sv);Kunta;Kunnan nimi;Kunnan nimi (sv);Kuntaryhm„;Kuntaryhm„n nimi;Seutukunta;Seutukunnan nimi;Maakunta;Maakunnan nimi;Suuralue;Suuralueen nimi;AVI;AVI:n nimi;ELY;ELY:n nimi;NUTS 1;NUTS 1 nimi;NUTS 2;NUTS 2 nimi;NUTS 3;NUTS 3 nimi;Sairaanhoitopiiri;Sairaanhoitopiirin nimi;Vaalipiiri;Vaalipiirin nimi;Hovioikeus;Hovioikeuden nimi;K„r„j„oikeus;K„r„j„oikeuden nimi
19610;Murakka;Murakka;081;Hartola;Hartola;3;Maaseutumaiset kunnat;071;Lahti;07;P„ij„t-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C3;P„ij„t-H„me;07;P„ij„t-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;729;P„ij„t-H„me
19620;Pohela;Pohela;081;Hartola;Hartola;3;Maaseutumaiset kunnat;071;Lahti;07;P„ij„t-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C3;P„ij„t-H„me;07;P„ij„t-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;729;P„ij„t-H„me
19630;Kalhonkyl„;Kalhonkyl„;081;Hartola;Hartola;3;Maaseutumaiset kunnat;071;Lahti;07;P„ij„t-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C3;P„ij„t-H„me;07;P„ij„t-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;729;P„ij„t-H„me
19850;Putkij„rvi-Siltasuo;Putkij„rvi-Siltasuo;081;Hartola;Hartola;3;Maaseutumaiset kunnat;071;Lahti;07;P„ij„t-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C3;P„ij„t-H„me;07;P„ij„t-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;729;P„ij„t-H„me
13700;Parolannummi;Parolannummi;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
13720;Parola;Parola;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
13800;Katinala;Katinala;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
13880;Rahkoila;Rahkoila;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
13900;Pekola;Pekola;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
14430;Vuohiniemi;Vuohiniemi;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
14530;Leteensuo;Leteensuo;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
14610;Lepaa;Lepaa;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
14620;Tyrv„nt”;Tyrv„nt”;082;Hattula;Hattula;2;Taajaan asutut kunnat;051;H„meenlinna;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;2;Turun hovioikeus;708;Kanta-H„me
12100;Oitti;Oitti;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
12130;Mommila;Mommila;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
12170;Hietoinen;Hietoinen;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
12210;Hausj„rvi kk;Hausj„rvi kb;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
12240;Hiki„;Hiki„;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
12310;Ryttyl„;Ryttyl„;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
12350;Turkhauta;Turkhauta;086;Hausj„rvi;Hausj„rvi;3;Maaseutumaiset kunnat;052;Riihim„ki;05;Kanta-H„me;2;Etel„-Suomi;1;Etel„-Suomen AVI;04;H„meen ELY-keskus;FI1;MANNER-SUOMI;FI1C;Etel„-Suomi;FI1C2;Kanta-H„me;05;Kanta-H„meen SHP;06;H„meen vaalipiiri;5;Kouvolan hovioikeus;707;Hyvink„„
79700;Hein„vesi Keskus;Hein„vesi centrum;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79810;Karvion kanava;Karvion kanava;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79820;Varistaipale;Varistaipale;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79830;Palokki;Palokki;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79850;Uusi-Valamo;Uusi-Valamo;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79860;Suuraho - Uusi-Valamo;Suuraho - Uusi-Valamo;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79885;Etel„-Petruma;Etel„-Petruma;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79895;Sarvikumpu;Sarvikumpu;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79910;Kerma;Kerma;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
79940;Vihtari-Poikiinaho;Vihtari-Poikiinaho;090;Hein„vesi;Hein„vesi;3;Maaseutumaiset kunnat;103;Savonlinna;10;Etel„-Savo;4;Pohjois- ja It„-Suomi;3;It„-Suomen AVI;07;Etel„-Savon ELY-keskus;FI1;MANNER-SUOMI;FI1D;Pohjois- ja It„-Suomi;FI1D1;Etel„-Savo;12;Pohjois-Karjalan SHP;09;Etel„-Savon vaalipiiri;3;It„-Suomen hovioikeus;736;Etel„-Savo
00100;Helsinki Keskusta;Helsingfors centrum;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00120;Punavuori;R”dbergen;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00130;Kaartinkaupunki;Gardesstaden;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00140;Kaivopuisto;Brunnsparken;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00150;Eira;Eira;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00160;Katajanokka;Skatudden;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00170;Kruununhaka;Kronohagen;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00180;Ruoholahti;Gr„sviken;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00190;Suomenlinna;Sveaborg;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00200;Lauttasaari;Drums”;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00210;Vattuniemi;Hallonn„s;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00220;J„tk„saari;Busholmen;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00230;Ilmala;Ilmala;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00240;L„nsi-Pasila;V„stra B”le;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00250;Taka-T””l”;Bortre T”l”;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00260;Keski-T””l”;Mellersta T”l”;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00270;Pohjois-Meilahti;Norra Mejlans;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00280;Ruskeasuo;Brunak„rr;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00290;Meilahden sairaala-alue;Mejlans sjukhusomr„de;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00300;Pikku Huopalahti;Lillhoplax;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00310;Kivihaka;Stenhagen;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00320;Etel„-Haaga;S”dra Haga;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00330;Munkkiniemi;Munksn„s;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00340;Kuusisaari-Lehtisaari;Gran”-L”v”;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00350;Munkkivuori-Niemenm„ki;Munksh”jden-N„sh”jden;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00360;Pajam„ki;Smedjebacka;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00370;Reimarla;Reimars;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00380;Pit„j„nm„en teollisuusalue;Sockenbacka industriomr„de;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00390;Konala;K„nala;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
00400;Pohjois-Haaga;Norra Haga;091;Helsinki;Helsingfors;1;Kaupunkimaiset kunnat;011;Helsinki;01;Uusimaa;1;Helsinki-Uusimaa;1;Etel„-Suomen AVI;01;Uudenmaan ELY-keskus;FI1;MANNER-SUOMI;FI1B;Helsinki-Uusimaa;FI1B1;Helsinki-Uusimaa;25;Helsingin ja Uudenmaan SHP;01;Helsingin vaalipiiri;1;Helsingin hovioikeus;706;Helsinki
